movieId, imdbId, tmdId, director, cast
108928, 2177771, 152760, George Clooney, George Clooney|Matt Damon|Bill Murray|Cate Blanchett|John Goodman|Jean Dujardin|Hugh Bonneville|Bob Balaban|Dimitri Leonidas
108932, 1490017, 137106, Christopher Miller, Will Arnett|Elizabeth Banks|Craig Berry|Alison Brie|David Burrows|Anthony Daniels|Charlie Day|Amanda Farinos|Keith Ferguson
108945, 1234721, 97020, José Padilha, Joel Kinnaman|Gary Oldman|Michael Keaton|Abbie Cornish|Jackie Earle Haley|Michael Kenneth Williams|Jennifer Ehle|Jay Baruchel|Marianne Jean-Baptiste
108949, 2172985, 209247, Jonathan Sobol, Kurt Russell|Matt Dillon|Jay Baruchel|Kenneth Welsh|Chris Diamantopoulos|Katheryn Winnick|Jason Jones|Terence Stamp|Devon Bostick
108981, 2382009, 249397, Lars von Trier, Charlotte Gainsbourg|Stellan Skarsgård|Stacy Martin|Shia LaBeouf|Christian Slater|Jamie Bell|Uma Thurman|Willem Dafoe|Mia Goth
109042, 1545660, 74461, Joe Lynch, D.R. Anderson|W. Earl Brown|Michael Carpenter|Kevin Connell|Sean Cook|Peter Dinklage|Khanh Doan|Michael Gladis|Summer Glau
109161, 2406252, 197082, Roman Polanski, Emmanuelle Seigner|Mathieu Amalric
109183, 1878942, 99367, Chris Nelson, Quinn Lord|Nick Offerman|Gary Cole|Megan Mullally|Darien Provost|Jennifer Clement|Nicholas Braun|Hunter Cope|Dustin Ybarra
109187, 2333804, 157834, Terry Gilliam, Christoph Waltz|Gwendoline Christie|Rupert Friend|Ray Cooper|Lily Cole|David Thewlis|Sanjeev Bhaskar|Peter Stormare|Ben Whishaw
109191, 1837709, 137321, Akiva Goldsman, Colin Farrell|Matt Bomer|Lucy Griffiths|Michael Crane|Brian Hutchison|Kevin Corrigan|Alan Doyle|Russell Crowe|Jessica Brown Findlay
109241, 1937133, 146375, David Charhon, Omar Sy|Laurent Lafitte|Sabrina Ouazani|Lionel Abelanski|Youssef Hajdi|Maxime Motte|Léo Léothier|André Marcon|Zabou Breitman
109282, 1559038, 103732, Brett Whitcomb, Emily Dole|Dee Booher|Angelina Altishin|Jeanne Basone|Dawn Rice|Lorilyn Palmer|Armando Guerrero|Cheryl Rusa|Andrea Baird
109295, 2511428, 210047, Tze Chun, Alice Eve|Ursula Parker|Logan Marshall-Green|Sarah Sokolovic|Ashlie Atkinson|Robin Lord Taylor|Bryan Cranston|Dylan Chalfy|Eleni Lucas
109313, 0328955, 17684, Merzak Allouache, Gad Elmaleh|Alain Chabat|Claude Brasseur|Roschdy Zem|Catherine Frot|Julien Courbey|Arié Elmaleh|Yacine Mesbah|Micheline Presle
109317, 1978532, 249923, Rob Pearlstein, Tyler Labine|Damon Wayans Jr.|Hayes MacArthur|Thomas Middleditch|Amanda Lund|Frankie Shaw|Wyatt Oleff|Kathy Bell Denton|Brian Huskey
109372, 1826590, 222899, Steve Pink, Kevin Hart|Michael Ealy|Regina Hall|Joy Bryant|Christopher McDonald|Adam Rodriguez|Joe Lo Truglio|Paula Patton|Terrell Owens
109374, 2278388, 120467, Wes Anderson, Ralph Fiennes|F. Murray Abraham|Mathieu Amalric|Adrien Brody|Willem Dafoe|Jeff Goldblum|Harvey Keitel|Jude Law|Bill Murray
109383, 2073520, 84319, Terence Nance, Alisa Becher|Jc Cain|Dexter Jones|Namik Minter|Terence Nance|Talibah Lateefah Newman|Chanelle Aponte Pearson
109416, 1349482, 21474, Bille Woodruff, Christina Milian|Vanessa Born|Gabrielle Dennis|Christopher Shazar|David Starzyk|Laura Cerón|Brandon Gonzales|Holland Roden|Rachele Brooke Smith
109483, 1800246, 225565, Tom Gormican, Zac Efron|Miles Teller|Michael B. Jordan|Imogen Poots|Mackenzie Davis|Jessica Lucas|Addison Timlin|Josh Pais|Evelina Turen
109487, 0816692, 157336, Christopher Nolan, Ellen Burstyn|Matthew McConaughey|Mackenzie Foy|John Lithgow|Timothée Chalamet|David Oyelowo|Collette Wolfe|Francis X. McCarthy|Bill Irwin
109569, 2172934, 192102, McG, Kevin Costner|Amber Heard|Hailee Steinfeld|Connie Nielsen|Tómas Lemarquis|Richard Sammel|Marc Andréoni|Bruno Ricci|Jonas Bloquet
109576, 2193265, 205724, Rob Meltzer, Jean-Claude Van Damme|Adam Brody|Rob Huebel|Megan Boone|Kristen Schaal|Dennis Haysbert|Aaron Takahashi|Eric Edelstein|Juan C. Defendini
109578, 2024469, 225574, Jaume Collet-Serra, Liam Neeson|Julianne Moore|Scoot McNairy|Michelle Dockery|Nate Parker|Corey Stoll|Lupita Nyong'o|Omar Metwally|Jason Butler Harner
109596, 1407052, 85444, Ignacio Ferreras, Tacho González|Álvaro Guevara|Mabel Rivera|Raúl Dans|Montse Davila|Charo Díaz|Isabel Vallejo|Carolina Vázquez|Xermana Carballido
109633, 2591814, 198375, Makoto Shinkai, Miyu Irino|Kana Hanazawa|Fumi Hirano|Gou Maeda|Takeshi Maeda|Yuka Terasaki|Takanori Hoshino|Suguru Inoue|Megumi Han
109673, 1253863, 53182, Noam Murro, Sullivan Stapleton|Eva Green|Lena Headey|Hans Matheson|Callan Mulvey|David Wenham|Rodrigo Santoro|Jack O'Connell|Andrew Tiernan
109687, 1385956, 202141, Mark Levinson, David Kaplan|Fabiola Gianotti|Sherwood Boehlert|Joel Hefley|Savas Dimopoulos|Nima Arkani-Hamed|Monica Dunford|Martin Aleksa|Lyn Evans
109723, 2212008, 242076, David Grovic, John Cusack|Rebecca Da Costa|Robert De Niro|Crispin Glover|Dominic Purcell|Martin Klebba|Sticky Fingaz|David Shumbris|Chazz Menendez
109846, 0864835, 82703, Rob Minkoff, Ty Burrell|Max Charles|Lauri Fraser|Guillaume Aretos|Pat Musick|Ariel Winter|Karan Brar|Joshua Rush|Stephen Tobolowsky
109848, 1441395, 97370, Jonathan Glazer, Scarlett Johansson|Jeremy McWilliams|Lynsey Taylor Mackay|Dougie McConnell|Kevin McAlinden|D. Meade|Andrew Gorman|Joe Szula|Krystof Hádek
109850, 2369135, 136797, Scott Waugh, Aaron Paul|Dominic Cooper|Imogen Poots|Kid Cudi|Rami Malek|Ramon Rodriguez|Harrison Gilbertson|Dakota Johnson|Stevie Ray Dallimore
109853, 2355495, 242042, Andrew Fleming, Evan Rachel Wood|Scott Speedman|Treat Williams|Kate Burton|J.K. Simmons|J. Omar Castro|David Jensen|Jaqueline Fleming|Ashleigh Borman
109864, 2771372, 177494, Rob Thomas, Kristen Bell|Jason Dohring|Enrico Colantoni|Chris Lowell|Percy Daggs III|Tina Majorino|Krysten Ritter|Martin Starr|Gaby Hoffmann
109895, 2170299, 209403, Jason Bateman, Jason Bateman|Kathryn Hahn|Rohan Chand|Philip Baker Hall|Allison Janney|Ben Falcone|Steve Witting|Beth Grant|Gwen Parden
109897, 3210686, 235260, Christopher Spencer, Diogo Morgado|Greg Hicks|Adrian Schiller|Darwin Shaw|Sebastian Knapp|Joe Wredden|Simon Kunz|Paul Marc Davis|Matthew Gravelle
109941, 2268617, 83201, Raman Hui, Antonio Banderas|Gilles Marini|Charlotte Newhouse|Chris Miller|Walt Dohrn|Bret Marnell|Miles Bakshi|Nina Zoe Bakshi|Guillaume Aretos
109968, 2409302, 134350, Sion Sono, Jun Kunimura|Fumi Nikaidô|Shin'ichi Tsutsumi|Hiroki Hasegawa|Gen Hoshino|Tomochika|Itsuji Itao|Hiroyuki Onoue|Tak Sakaguchi
109971, 2955316, 236737, Emilio Martínez Lázaro, Clara Lago|Dani Rovira|Carmen Machi|Karra Elejalde|Alberto López|Alfonso Sánchez|Aitor Mazo|Abel Mora|Aitziber Garmendia
110102, 1843866, 100402, Anthony Russo, Chris Evans|Samuel L. Jackson|Scarlett Johansson|Robert Redford|Sebastian Stan|Anthony Mackie|Cobie Smulders|Frank Grillo|Maximiliano Hernández
110127, 1959490, 86834, Darren Aronofsky, Russell Crowe|Jennifer Connelly|Ray Winstone|Anthony Hopkins|Emma Watson|Logan Lerman|Douglas Booth|Nick Nolte|Mark Margolis
110130, 1821658, 227783, Peter Lepeniotis, Will Arnett|Brendan Fraser|Liam Neeson|Katherine Heigl|Stephen Lang|Maya Rudolph|Jeff Dunham|Gabriel Iglesias|Sarah Gadon
110281, 0188766, 53168, Stephen Chow, Stephen Chow|Karen Mok|Cecilia Cheung|Man-Tat Ng|Kai-Man Tin|Chi-Sing Lam|Po Chun Chan|Joe Cheng|Man-Fai Cheng
110286, 2059171, 155084, Daniel Stamm, Mark Webber|Devon Graye|Tom Bower|Rutina Wesley|Ron Perlman|Pruitt Taylor Vince|Clyde Risley Jones|Deneen Tyler|Tom Lawson Jr.
110297, 2281587, 145220, James Bobin, Ricky Gervais|Ty Burrell|Tina Fey|Steve Whitmire|Eric Jacobson|Dave Goelz|Bill Barretta|David Rudman|Matt Vogel
110330, 1801061, 119360, Bernardo Bertolucci, Jacopo Olmo Antinori|Tea Falco|Sonia Bergamasco|Veronica Lazar|Tommaso Ragno|Pippo Delbono|Carlo Cozzani|Alessandra Vanzi|Francesca De Martini
110350, 3203290, 256561, , Benedict Lim|Danil Ishutin|Clinton Loomis|Toby Dawson|Pete Grenier|Tony Grenier|Edwin Leong|Jeremy Lin|Karen Loomis
110387, 2390962, 209799, Errol Morris, Donald Rumsfeld|Errol Morris
110501, 2265171, 180299, Gareth Evans, Iko Uwais|Arifin Putra|Tio Pakusadewo|Oka Antara|Alex Abbad|Cecep Arif Rahman|Julie Estelle|Very Tri Yulisman|Ryûhei Matsuda
110541, 0106475, 25706, Albert Pyun, Andrew Dice Clay|Teri Hatcher|Yuji Okumoto|Deborah Van Valkenburgh|Brion James|Tim Thomerson|Charles Rocket|Nicholas Guest|Dorothy Dells
110553, 1872181, 102382, Marc Webb, Andrew Garfield|Emma Stone|Jamie Foxx|Dane DeHaan|Colm Feore|Felicity Jones|Paul Giamatti|Sally Field|Embeth Davidtz
110586, 2234003, 157832, John Michael McDonagh, Brendan Gleeson|Chris O'Dowd|Kelly Reilly|Aidan Gillen|Dylan Moran|Isaach De Bankolé|M. Emmet Walsh|Marie-Josée Croze|Domhnall Gleeson
110591, 2388715, 157547, Mike Flanagan, Karen Gillan|Brenton Thwaites|Katee Sackhoff|Rory Cochrane|Annalise Basso|Garrett Ryan|James Lafferty|Miguel Sandoval|Kate Siegel
110603, 2528814, 249660, Harold Cronk, Kevin Sorbo|Shane Harper|David A.R. White|Dean Cain|Willie Robertson|Korie Robertson|Hadeel Sittu|Paul Kwo|Trisha LaFache
110611, 1179031, 244509, Jim Mickle, Vinessa Shaw|Michael C. Hall|Ken Holmes|Nick Damici|Brogan Hall|Rachel Zeiger-Haag|Lanny Flaherty|Kristin Griffith|Happy Anderson
110655, 2357291, 172385, Carlos Saldanha, Jake T. Austin|Carlinhos Brown|Kristin Chenoweth|Jemaine Clement|Jim Conroy|Rachel Crow|Bernardo De Paula|Nola Donkin|Jesse Eisenberg
110669, 2246565, 262481, Tyler Measom, James Randi|José Alvarez|Penn Jillette|Teller|Jamy Ian Swiss|Richard Wiseman|Ray Hyman|Adam Savage|Alice Cooper
110718, 2258345, 214030, John Turturro, John Turturro|Woody Allen|Vanessa Paradis|Liev Schreiber|Sharon Stone|Sofía Vergara|Abe Altman|Michael Badalucco|Bob Balaban
110730, 2209764, 157353, Wally Pfister, Johnny Depp|Rebecca Hall|Paul Bettany|Cillian Murphy|Kate Mara|Cole Hauser|Morgan Freeman|Clifton Collins Jr.|Cory Hardrict
110746, 1870419, 167575, BJ McDonnell, Danielle Harris|Kane Hodder|Zach Galligan|Caroline Williams|Parry Shen|Robert Diago DoQui|Derek Mears|Cody Blue Snider|Rileah Vanderbilt
110771, 2203939, 193610, Nick Cassavetes, Cameron Diaz|Leslie Mann|Nikolaj Coster-Waldau|Don Johnson|Kate Upton|Taylor Kinney|Nicki Minaj|Kenneth Maharaj|Alyshia Ochse
110773, 2828996, 184345, Michael Tiddes, Marlon Wayans|Jaime Pressly|Essence Atkins|Gabriel Iglesias|Missi Pyle|Ashley Rickards|Affion Crockett|Steele Stebbins|Rick Overton
110781, 0279967, 12242, Darrell Rooney, Ming-Na Wen|BD Wong|Mark Moseley|Lucy Liu|Harvey Fierstein|Sandra Oh|Gedde Watanabe|Lauren Tom|Jerry Tondo
110826, 1430612, 254473, Camille Delamarre, Paul Walker|David Belle|RZA|Goûchy Boy|Catalina Denis|Ayisha Issa|Carlo Rota|Andreas Apergis|Richard Zeman
110882, 2692904, 210479, Steven Knight, Tom Hardy|Olivia Colman|Ruth Wilson|Andrew Scott|Ben Daniels|Tom Holland|Bill Milner|Danny Webb|Alice Lowe
111113, 2004420, 195589, Nicholas Stoller, Seth Rogen|Rose Byrne|Elise Vargas|Zoey Vargas|Brian Huskey|Ike Barinholtz|Carla Gallo|Zac Efron|Dave Franco
111146, 3600760, 258096, Richard Rich, Ben Diskin|Kate Higgins|Debi Derryberry|Marieve Herington|Mela Lee|Mike Jacobs|David Lodge|Stuart Whitmore|Christopher Corey Smith
111320, 3014666, 252680, Andrew Erwin, Sarah Drew|Sean Astin|Patricia Heaton|Trace Adkins|David Hunt|Andrea Logan|Harry Shum Jr.|Abbie Cobb|Robert Amaya
111360, 2872732, 240832, Luc Besson, Scarlett Johansson|Morgan Freeman|Min-sik Choi|Amr Waked|Julian Rhind-Tutt|Pilou Asbæk|Analeigh Tipton|Nicolas Phongpheth|Jan Oliver Schroeder
111362, 1877832, 127585, Bryan Singer, Hugh Jackman|James McAvoy|Michael Fassbender|Jennifer Lawrence|Halle Berry|Nicholas Hoult|Anna Paquin|Ellen Page|Peter Dinklage
111364, 0831387, 124905, Gareth Edwards, Aaron Taylor-Johnson|CJ Adams|Ken Watanabe|Bryan Cranston|Elizabeth Olsen|Carson Bolde|Sally Hawkins|Juliette Binoche|David Strathairn
111375, 2463288, 187596, Steven Brill, Elizabeth Banks|James Marsden|Gillian Jacobs|Sarah Wright|Ethan Suplee|Bill Burr|Ken Davitian|Lawrence Gilliard Jr.|Alphonso McAuley
111384, 2359024, 188166, Jeremy Saulnier, Macon Blair|Ydaiber Orozco|Ronald Sarcos|Dani Santiago|Adrian Santiago|George Fredericks|Elizabeth Fredericks|Sidné Anderson|Brooke Bennett
111443, 2883512, 212778, Jon Favreau, Jon Favreau|John Leguizamo|Bobby Cannavale|Emjay Anthony|Scarlett Johansson|Dustin Hoffman|Sofía Vergara|Oliver Platt|Amy Sedaris
111551, 2309961, 210947, Derek Lee, Derek Lee|Clif Prowse|Michael Gill|Baya Rehaz|Benjamin Zeitoun|Zach Gray|Jason Lee|Edo Van Breemen|Gary Redekop
111617, 1086772, 232672, Frank Coraci, Adam Sandler|Drew Barrymore|Kevin Nealon|Terry Crews|Wendi McLendon-Covey|Bella Thorne|Joel McHale|Abdoulaye NGom|Jessica Lowe
111622, 1980929, 198277, John Carney, James Corden|Keira Knightley|Mark Ruffalo|Hailee Steinfeld|Yasiin Bey|Karen Pittman|Paul Romero|Catherine Keener|Andrew Sellon
111659, 1587310, 102651, Robert Stromberg, Angelina Jolie|Elle Fanning|Sharlto Copley|Lesley Manville|Imelda Staunton|Juno Temple|Sam Riley|Brenton Thwaites|Kenneth Cranham
111663, 2784512, 254474, Jordan Rubin, Rachel Melvin|Cortney Palm|Lexi Atkins|Hutch Dano|Jake Weary|Peter Gilroy|Rex Linn|Brent Briscoe|Phyllis Katz
111680, 1483324, 194722, Adam Rodgers, Andy Garcia|Vera Farmiga|Taissa Farmiga|Spencer Rocco Lofranco|Nicholas Braun|Tom Skerritt|Peter Riegert|Mirjana Jokovic|Stephen Borrello IV
111732, 2301592, 137698, Alejandro Jodorowsky, Brontis Jodorowsky|Pamela Flores|Jeremias Herskovits|Alejandro Jodorowsky|Bastián Bodenhöfer|Andres Cox|Adan Jodorowsky|Axel Jodorowsky|Alisarine Ducolomb
111743, 2557490, 188161, Seth MacFarlane, Seth MacFarlane|Charlize Theron|Amanda Seyfried|Liam Neeson|Giovanni Ribisi|Neil Patrick Harris|Sarah Silverman|Christopher Hagen|Wes Studi
111759, 1631867, 137113, Doug Liman, Tom Cruise|Emily Blunt|Brendan Gleeson|Bill Paxton|Jonas Armstrong|Tony Way|Kick Gurry|Franz Drameh|Dragomir Mrsic
111781, 2381249, 177677, Christopher McQuarrie, Tom Cruise|Jeremy Renner|Simon Pegg|Rebecca Ferguson|Ving Rhames|Sean Harris|Simon McBurney|Jingchu Zhang|Tom Hollander
111785, 1079372, 20880, Christian T. Petersen, Charles Hubbell|Matt Amendt|Steve Sweere|Dawn Brodey|Sam L. Landman|Melissa Anne Murphy|Joseph Papke|Richard Ooms|Claudia Wilkens
111795, 1647668, 198185, Craig Gillespie, Jon Hamm|Pitobash|Suraj Sharma|Madhur Mittal|Aasif Mandvi|Darshan Jariwala|Lake Bell|Alan Arkin|Bill Paxton
111800, 2429074, 174323, Darren Stein, Michael J. Willett|Paul Iacono|Sasha Pieterse|Andrea Bowen|Xosha Roquemore|Molly Tarlov|Evanna Lynch|JoJo|Derek Mio
111817, 2402085, 192133, John Ridley, André Benjamin|Hayley Atwell|Imogen Poots|Ruth Negga|Andrew Buckley|Adrian Lester|Oliver Bennett|Tom Dunlea|Clare-Hope Ashitey
111844, 2996648, 255268, Craig Moss, Danny Trejo|Danny Glover|Jeremy Ray Valdez|Federico Berte|Leon Thomas III|Ignacio Serricchio|Hawk Walts|Con Schell|Patrick Fabian
111913, 2560102, 248212, Hong Khaou, Ben Whishaw|Pei-Pei Cheng|Andrew Leung|Morven Christie|Naomi Yang|Peter Bowles|Peter E. Hopkins|Sal Jobe|John Matthews
111921, 2582846, 222935, Josh Boone, Shailene Woodley|Ansel Elgort|Nat Wolff|Laura Dern|Sam Trammell|Willem Dafoe|Lotte Verbeek|Ana Dela Cruz|Randy Kovitz
112006, 2112281, 82881, Nathan Greno, Mandy Moore|Zachary Levi|Alan Dale|Paul F. Tompkins|Kari Wahlgren|Mark Allan Stewart|Byron Howard|Nathan Greno|Sophia I. Aguirre
112070, 2172584, 157851, David Cronenberg, Julianne Moore|Mia Wasikowska|John Cusack|Evan Bird|Olivia Williams|Robert Pattinson|Kiara Glasco|Sarah Gadon|Dawn Greenhalgh
112138, 2294449, 187017, Phil Lord, Jonah Hill|Channing Tatum|Peter Stormare|Wyatt Russell|Amber Stevens West|Jillian Bell|Ice Cube|Keith Lucas|Kenneth Lucas
112171, 0455944, 156022, Antoine Fuqua, Denzel Washington|Marton Csokas|Chloë Grace Moretz|David Harbour|Haley Bennett|Bill Pullman|Melissa Leo|David Meunier|Johnny Skourtis
112175, 1646971, 82702, Dean DeBlois, Jay Baruchel|Cate Blanchett|Gerard Butler|Craig Ferguson|America Ferrera|Jonah Hill|Christopher Mintz-Plasse|T.J. Miller|Kristen Wiig
112183, 2562232, 194662, Alejandro G. Iñárritu, Michael Keaton|Emma Stone|Kenny Chin|Jamahl Garrison-Lowe|Zach Galifianakis|Naomi Watts|Jeremy Shamos|Andrea Riseborough|Katherine O'Sullivan
112290, 1065073, 85350, Richard Linklater, Ellar Coltrane|Patricia Arquette|Elijah Smith|Lorelei Linklater|Steven Chester Prince|Bonnie Cross|Sydney Orta|Libby Villari|Ethan Hawke
112303, 2239832, 184098, Tim Story, Adam Brody|Michael Ealy|Jerry Ferrara|Meagan Good|Regina Hall|Dennis Haysbert|Taraji P. Henson|Terrence Jenkins|Jenifer Lewis
112316, 1742044, 209451, Clint Eastwood, Vincent Piazza|John Lloyd Young|Steve Schirripa|Christopher Walken|Kathrine Narducci|Lou Volpe|Johnny Cannizzaro|Michael Patrick McGill|Jacqueline Mazarella
112326, 0119781, 27460, Rod Hardy, David Hasselhoff|Lisa Rinna|Sandra Hess|Neil Roberts|Garry Chalk|Tracy Waterhouse|Tom McBeath|Ron Canada|Bill Croft
112334, 3268458, 250658, Brian Knappenberger, Tim Berners-Lee|Cindy Cohn|Gabriella Coleman|Cory Doctorow|Peter Eckersley|Stephen Heymann|Brewster Kahle|Orin Kerr|Lawrence Lessig
112370, 2109248, 91314, Michael Bay, Mark Wahlberg|Stanley Tucci|Kelsey Grammer|Nicola Peltz|Jack Reynor|Titus Welliver|Sophia Myles|Bingbing Li|T.J. Miller
112421, 1605717, 171372, Lenny Abrahamson, Domhnall Gleeson|Moira Brooker|Paul Butterworth|Phil Kingston|Billie Traynor|Shane O'Brien|Scoot McNairy|Maggie Gyllenhaal|François Civil
112450, 2398249, 180296, David Wain, Paul Rudd|Amy Poehler|Bill Hader|Ellie Kemper|Cobie Smulders|Noureen DeWulf|Jason Mantzoukas|Michael Ian Black|Michaela Watkins
112454, 2357461, 186988, Valeria Golino, Jasmine Trinca|Carlo Cecchi|Libero De Rienzo|Vinicio Marchioni|Iaia Forte|Roberto De Francesco|Barbara Ronchi|Massimiliano Iacolucci|Claudio Guain
112460, 2980706, 218836, Roberts Gannaway, Dane Cook|Ed Harris|Julie Bowen|Curtis Armstrong|John Michael Higgins|Hal Holbrook|Wes Studi|Brad Garrett|Teri Hatcher
112497, 2103254, 226486, Ben Falcone, Melissa McCarthy|Susan Sarandon|Kathy Bates|Allison Janney|Dan Aykroyd|Mark Duplass|Gary Cole|Nat Faxon|Toni Collette
112512, 1677561, 64246, Keiichi Hara, Kumiko Asô|Chris Ayres|Greg Ayres|Clint Bickham|Luci Christian|Kalin Coates|Keiji Fujiwara|Jingi Irie|Brittney Karbowski
112515, 2321549, 242224, Jennifer Kent, Essie Davis|Noah Wiseman|Hayley McElhinney|Daniel Henshall|Barbara West|Ben Winspear|Chloe Hurn|Jacquy Phillips|Bridget Walters
112552, 2582802, 244786, Damien Chazelle, Miles Teller|J.K. Simmons|Paul Reiser|Melissa Benoist|Austin Stowell|Nate Lang|Chris Mulkey|Damon Gupton|Suanne Spoke
112556, 2267998, 210577, David Fincher, Ben Affleck|Rosamund Pike|Neil Patrick Harris|Tyler Perry|Carrie Coon|Kim Dickens|Patrick Fugit|David Clennon|Lisa Banes
112580, 1294970, 152790, Phil Alden Robinson, Robin Williams|Mila Kunis|Peter Dinklage|Melissa Leo|Hamish Linklater|Sutton Foster|James Earl Jones|Richard Kind|Daniel Raymont
112623, 2103281, 119450, Matt Reeves, Andy Serkis|Jason Clarke|Gary Oldman|Keri Russell|Toby Kebbell|Kodi Smit-McPhee|Kirk Acevedo|Nick Thurston|Terry Notary
112727, 2377322, 184346, Scott Derrickson, Eric Bana|Edgar Ramírez|Olivia Munn|Chris Coy|Dorian Missick|Sean Harris|Joel McHale|Mike Houston|Lulu Wilson
112749, 2465146, 253235, Rob Reiner, Michael Douglas|Diane Keaton|Sterling Jerins|Annie Parisse|Austin Lysy|Michael Terra|Sawyer Simpkins|Maxwell Simkins|Maurice Jones
112788, 1956620, 225886, Jake Kasdan, Cameron Diaz|Jason Segel|Rob Corddry|Ellie Kemper|Rob Lowe|Nat Faxon|Nancy Lenehan|Giselle Eisenberg|Harrison Holzer
112804, 2884206, 244267, Mike Cahill, Michael Pitt|Steven Yeun|Astrid Bergès-Frisbey|Brit Marling|Dorien Makhloghi|Charles Woods Gray|John Schiumo|Farasha Baylock|Ako
112818, 2975578, 238636, James DeMonaco, Frank Grillo|Carmen Ejogo|Zach Gilford|Kiele Sanchez|Zoë Soul|Justina Machado|John Beasley|Jack Conley|Noel Gugliemi
112852, 2015381, 118340, James Gunn, Chris Pratt|Zoe Saldana|Dave Bautista|Vin Diesel|Bradley Cooper|Lee Pace|Michael Rooker|Karen Gillan|Djimon Hounsou
112868, 2910814, 242095, William Eubank, Patrick Davidson|Brenton Thwaites|Olivia Cooke|Beau Knapp|Jeffrey Grover|Laurence Fishburne|Roy Kenny|Timothy Holmes|Ricardo Campos
112897, 2333784, 138103, Patrick Hughes, Sylvester Stallone|Jason Statham|Harrison Ford|Arnold Schwarzenegger|Mel Gibson|Wesley Snipes|Dolph Lundgren|Randy Couture|Terry Crews
112911, 1267297, 184315, Brett Ratner, Dwayne Johnson|Ian McShane|John Hurt|Rufus Sewell|Aksel Hennie|Ingrid Bolsø Berdal|Reece Ritchie|Joseph Fiennes|Tobias Santelmann
112940, 1972571, 157849, Anton Corbijn, Grigoriy Dobrygin|Philip Seymour Hoffman|Homayoun Ershadi|Mehdi Dehbi|Neil Malik Abdullah|Nina Hoss|Daniel Brühl|Vicky Krieps|Kostja Ullmann
113159, 2581244, 244566, Jeff Baena, Aubrey Plaza|Dane DeHaan|John C. Reilly|Molly Shannon|Cheryl Hines|Paul Reiser|Matthew Gray Gubler|Anna Kendrick|Eva La Dare
113186, 2402603, 209269, Matthew Saville, Jai Courtney|Joel Edgerton|Mark Simpson|Paul Caesar|Ryan Gibson|Glenn Chow|Rob Flanagan|Jack O'Rourke|Aimee Pedersen
113207, 2473602, 239566, Tate Taylor, Chadwick Boseman|Nelsan Ellis|Dan Aykroyd|Viola Davis|Lennie James|Fred Melamed|Craig Robinson|Jill Scott|Octavia Spencer
113225, 2870756, 229297, Woody Allen, Colin Firth|Antonia Clarke|Natasha Andrews|Valérie Beaulieu|Peter Wollasch|Jürgen Zwingel|Wolfgang Pissors|Sébastien Siroux|Simon McBurney
113252, 3504048, 253306, Gerard Johnstone, Morgana O'Reilly|Rima Te Wiata|Glen-Paul Waru|Ross Harper|Cameron Rhodes|Ryan Lampp|Mick Innes|Bruce Hopkins|Millen Baird
113275, 2980648, 228194, Lasse Hallström, Helen Mirren|Om Puri|Manish Dayal|Charlotte Le Bon|Amit Shah|Farzana Dua Elahe|Dillon Mitra|Aria Pandya|Michel Blanc
113278, 3139086, 242643, Jay Oliva, Kevin Conroy|Neal McDonough|Hynden Walch|Matthew Gray Gubler|Troy Baker|Eric Bauza|Chris Cox|John DiMaggio|Greg Ellis
113280, 1967697, 192623, Quentin Lee, Booboo Stewart|Harry Shum Jr.|Joan Chen|BD Wong|Gregg Sulkin|Tyler Posey|Manish Dayal|Justin Martin|Talulah Riley
113313, 2503154, 244610, Zachary Donohue, Melanie Papalia|David Schlachtenhaufen|Adam Shapiro|Anna Margaret Hollyman|Matt Riedy|Katija Pevec|Saidah Arrika Ekulona|Anthony Jennings|Victoria Hanlin
113345, 1617661, 76757, Lana Wachowski, Mila Kunis|Channing Tatum|Sean Bean|Eddie Redmayne|Douglas Booth|Tuppence Middleton|Nikki Amuka-Bird|Christina Cole|Nicholas A. Newman
113348, 1291150, 98566, Jonathan Liebesman, Megan Fox|Will Arnett|William Fichtner|Alan Ritchson|Noel Fisher|Pete Ploszek|Johnny Knoxville|Jeremy Howard|Danny Woodburn
113350, 2048770, 273404, Richie Mehta, John Paul Ruttan|Rufus Sewell|Gillian Anderson|Kiara Glasco|Jonah Wineberg|Catherine Bruhier|Victor Garber|Chris Hatcher|Brandon Firla
113374, 0127710, 48347, Sylvain Chomet, James Pidgeon|Michoue Sylvain|Andrea Usher-Jones
113378, 0435651, 227156, Phillip Noyce, Jeff Bridges|Meryl Streep|Brenton Thwaites|Alexander Skarsgård|Katie Holmes|Odeya Rush|Cameron Monaghan|Taylor Swift|Emma Tremblay
113394, 2140577, 174337, Jenée LaMarque, Zoe Kazan|Jake Johnson|John Carroll Lynch|Frankie Shaw|Shae D'lyn|Ron Livingston|Sterling Beaumon|Robin Reiser|Luka Jones
113416, 1396523, 286709, Andrew Lau, Justin Chon|Kevin Wu|Harry Shum Jr.|Eugenia Yuan|Leonard Wu|Jin Au-Yeung|Jon Kit Lee|Shuya Chang|Alex Fox
113453, 1924435, 193893, Luke Greenfield, Jake Johnson|Damon Wayans Jr.|Rob Riggle|Nina Dobrev|James D'Arcy|Keegan-Michael Key|Andy Garcia|Jonathan Lajoie|Tom Mardirosian
